dataset,heuristic,model,method,optimization,prefix_length,idx,desired_nr_of_cfs,generated_cfs,time_train,time_test,runtime,distance_l2,distance_mad,distance_j,distance_h,distance_l1j,distance_l2j,distance_mh,distance_l2_min,distance_mad_min,distance_j_min,distance_h_min,distance_l1j_min,distance_l2j_min,distance_mh_min,distance_l2_max,distance_mad_max,distance_j_max,distance_h_max,distance_l1j_max,distance_l2j_max,distance_mh_max,diversity_l2,diversity_mad,diversity_j,diversity_h,diversity_l2j,diversity_mh,diversity_l2_min,diversity_mad_min,diversity_j_min,diversity_h_min,diversity_l2j_min,diversity_mh_min,diversity_l2_max,diversity_mad_max,diversity_j_max,diversity_h_max,diversity_l2j_max,diversity_mh_max,count_diversity_cont,count_diversity_cate,count_diversity_all,avg_nbr_changes_per_cf,avg_nbr_changes,implausibility_sum,implausibility_max_nbr_cf,implausibility_nbr_cf,sat_score
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,2,5,5,0.040964,12.531627,12.572591000000001,0.0,0.0,0.38,0.38,0.3619047619047619,0.3619047619047619,0.3619047619047619,0.0,0.0,0.35,0.35,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.0,0.30166666666666664,0.295,0.2873015873015873,0.2809523809523809,0.0,0.0,0.15789473684210525,0.15,0.15037593984962405,0.14285714285714285,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.0,0.05619047619047619,0.05619047619047619,3.8,0.18095238095238095,3.05,0.61,0.61,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,2,10,10,0.040964,19.872877,19.913840999999998,0.0,0.0,0.45999999999999996,0.45999999999999996,0.43809523809523804,0.43809523809523804,0.43809523809523804,0.0,0.0,0.4,0.4,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.0,0.0,0.5,0.5,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.0,0.0,0.49609907120743046,0.4711111111111111,0.4724753059118385,0.4486772486772486,0.0,0.0,0.21052631578947367,0.2,0.20050125313283207,0.19047619047619047,0.0,0.0,0.7,0.7,0.6666666666666666,0.6666666666666666,0.0,0.10095238095238095,0.10095238095238095,4.6,0.21904761904761905,5.8999999999999995,0.59,0.59,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,2,15,15,0.040964,29.784067,29.825031,0.0,0.0,0.42333333333333345,0.42333333333333345,0.40317460317460324,0.40317460317460324,0.40317460317460324,0.0,0.0,0.3,0.3,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.5,0.5,0.47619047619047616,0.47619047619047616,0.47619047619047616,0.0,0.0,0.5033952528379773,0.4895238095238096,0.47942405032188307,0.4662131519274377,0.0,0.0,0.2,0.2,0.19047619047619047,0.19047619047619047,0.0,0.0,0.7,0.7,0.6666666666666666,0.6666666666666666,0.0,0.10878306878306879,0.10878306878306879,4.233333333333333,0.2015873015873016,8.75,0.5833333333333334,0.5833333333333334,1.0
bpic2012_O_ACCEPTED-COMPLETE,heuristic_2,xgboost,genetic_ltlf,baseline,20,2,20,20,0.040964,33.662355,33.703319,0.0,0.0,0.3025000000000001,0.3025000000000001,0.2880952380952382,0.2880952380952382,0.2880952380952382,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.42078947368421055,0.4189473684210526,0.40075187969924814,0.3989974937343358,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.0,0.09476190476190476,0.09476190476190476,3.025,0.14404761904761904,7.85,0.39249999999999996,0.39249999999999996,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,1,5,5,0.044399,132.997846,133.042245,0.0,0.0,0.6599999999999999,0.6599999999999999,0.6285714285714284,0.6285714285714284,0.6285714285714284,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.68,0.68,0.6476190476190476,0.6476190476190476,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.0,0.1295238095238095,0.1295238095238095,6.6,0.3142857142857143,3.3,0.6599999999999999,0.6599999999999999,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,1,10,10,0.044399,202.068021,202.11242,0.0,0.0,0.755,0.755,0.719047619047619,0.719047619047619,0.719047619047619,0.0,0.0,0.7,0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.85,0.85,0.8095238095238094,0.8095238095238094,0.8095238095238094,0.0,0.0,0.4966666666666667,0.4966666666666667,0.473015873015873,0.473015873015873,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.0,0.10642857142857143,0.10642857142857143,7.55,0.3595238095238095,7.55,0.755,0.755,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,1,15,15,0.044399,324.359408,324.403807,0.0,0.0,0.7133333333333333,0.7133333333333333,0.6793650793650793,0.6793650793650793,0.6793650793650793,0.0,0.0,0.6,0.6,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.5847619047619048,0.5847619047619048,0.5569160997732426,0.5569160997732426,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.85,0.85,0.8095238095238094,0.8095238095238094,0.0,0.12994708994708995,0.12994708994708995,7.133333333333334,0.3396825396825397,10.7,0.7133333333333333,0.7133333333333333,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,1,20,20,0.044399,330.152653,330.197052,0.0,0.0,0.5025,0.5025,0.4785714285714285,0.4785714285714285,0.4785714285714285,0.0,0.0,0.15,0.15,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.5789473684210527,0.5789473684210527,0.5513784461152882,0.5513784461152882,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.0,0.13095238095238096,0.13095238095238096,5.025,0.2392857142857143,10.049999999999999,0.5025,0.5025,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,2,5,5,0.044399,138.112571,138.15697,0.0,0.0,0.51,0.51,0.4857142857142857,0.4857142857142857,0.4857142857142857,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.55,0.55,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.0,0.0,0.51,0.51,0.4857142857142857,0.4857142857142857,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.7,0.7,0.6666666666666666,0.6666666666666666,0.0,0.09714285714285714,0.09714285714285714,5.1,0.24285714285714285,3.3,0.6599999999999999,0.6599999999999999,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,2,10,10,0.044399,229.942522,229.986921,0.0,0.0,0.615,0.615,0.5857142857142856,0.5857142857142856,0.5857142857142856,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.9,0.9,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.0,0.4966666666666667,0.4966666666666667,0.473015873015873,0.473015873015873,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.8,0.8,0.7619047619047619,0.7619047619047619,0.0,0.10642857142857143,0.10642857142857143,6.15,0.29285714285714287,7.55,0.755,0.755,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,2,15,15,0.044399,348.669328,348.713727,0.0,0.0,0.5966666666666666,0.5966666666666666,0.5682539682539681,0.5682539682539681,0.5682539682539681,0.0,0.0,0.45,0.45,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.7142857142857142,0.0,0.0,0.5847619047619048,0.5847619047619048,0.5569160997732426,0.5569160997732426,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.85,0.85,0.8095238095238094,0.8095238095238094,0.0,0.12994708994708995,0.12994708994708995,5.966666666666667,0.2841269841269841,10.700000000000001,0.7133333333333334,0.7133333333333334,1.0
bpic2012_O_ACCEPTED-COMPLETE,mar,xgboost,genetic_ltlf,baseline,20,2,20,20,0.044399,374.87936,374.923759,0.0,0.0,0.39,0.39,0.37142857142857144,0.37142857142857144,0.37142857142857144,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0,0.65,0.65,0.6190476190476191,0.6190476190476191,0.6190476190476191,0.0,0.0,0.48078947368421054,0.48078947368421054,0.45789473684210524,0.45789473684210524,0.0,0.0,0.05,0.05,0.047619047619047616,0.047619047619047616,0.0,0.0,0.75,0.75,0.7142857142857142,0.7142857142857142,0.0,0.10875,0.10875,3.9,0.18571428571428572,10.299999999999999,0.5149999999999999,0.5149999999999999,1.0
